0 0.88 0.01 0.1274
1 0.42 0.01 0.1136
2 -0.28 0.02 0.1094
3 -0.8 0.03 0.125
4 -0.66 0.04 0.1208
5 0.34 0.05 0.1112
6 0.94 0.06 0.1292
7 0.92 0.07 0.1286
8 -0.2 0.08 0.107
9 -0.74 0.09 0.1232
10 -0.68 0.1 0.1214
