0 0.76 0.01 0.1238
1 1.1 0.01 0.134
2 0.44 0.02 0.1142
3 -0.78 0.03 0.1244
4 -1.3 0.04 0.14
5 -0.74 0.05 0.1232
6 0.5 0.06 0.116
7 1.18 0.07 0.1364
8 0.66 0.08 0.1208
9 -0.52 0.09 0.1166
10 -1.26 0.1 0.1388
