0 0.96 0.01 0.1298
1 0.66 0.01 0.1208
2 -0.26 0.02 0.1088
3 -1.02 0.03 0.1316
4 -0.72 0.04 0.1226
5 0.32 0.05 0.1106
6 0.84 0.06 0.1262
7 0.7 0.07 0.122
8 -0.22 0.08 0.1076
9 -0.74 0.09 0.1232
10 -0.82 0.1 0.1256
