0 0.8 0.01 0.125
1 0.44 0.01 0.1142
2 -0.32 0.02 0.1106
3 -0.74 0.03 0.1232
4 -0.7 0.04 0.122
5 0.36 0.05 0.1118
6 0.98 0.06 0.1304
7 0.86 0.07 0.1268
8 -0.26 0.08 0.1088
9 -0.66 0.09 0.1208
10 -0.6 0.1 0.119
