0 1.04 0.01 0.1322
1 0.62 0.01 0.1196
2 -0.36 0.02 0.1118
3 -0.88 0.03 0.1274
4 -0.66 0.04 0.1208
5 0.3 0.05 0.11
6 0.94 0.06 0.1292
7 0.66 0.07 0.1208
8 -0.08 0.08 0.1034
9 -0.82 0.09 0.1256
10 -0.74 0.10 0.1232
